t,x,y,vx,vy,mass_total,P
  0.3940,  1.524359,  1.882540,   7.9943,  10.0247,  0.169047, 234094.21
  0.3950,  1.532365,  1.892581,   8.0185,  10.0573,  0.168396, 233876.28
  0.3960,  1.540396,  1.902655,   8.0427,  10.0899,  0.167745, 233658.87
  0.3970,  1.548451,  1.912761,   8.0670,  10.1227,  0.167096, 233441.99
  0.3980,  1.556530,  1.922900,   8.0914,  10.1555,  0.166446, 233225.62
  0.3990,  1.564634,  1.933072,   8.1158,  10.1884,  0.165798, 233009.78
  0.4000,  1.572762,  1.943277,   8.1402,  10.2214,  0.165149, 232794.46
  0.4010,  1.580914,  1.953515,   8.1647,  10.2545,  0.164502, 232579.65
  0.4020,  1.589091,  1.963786,   8.1892,  10.2876,  0.163855, 232365.36
  0.4030,  1.597293,  1.974090,   8.2138,  10.3209,  0.163208, 232151.58
  0.4040,  1.605519,  1.984428,   8.2385,  10.3542,  0.162562, 231938.32
  0.4050,  1.613770,  1.994799,   8.2631,  10.3877,  0.161917, 231725.56
  0.4060,  1.622045,  2.005203,   8.2879,  10.4212,  0.161272, 231513.31
  0.4070,  1.630345,  2.015641,   8.3127,  10.4548,  0.160627, 231301.56
  0.4080,  1.638670,  2.026113,   8.3375,  10.4885,  0.159983, 231090.32
  0.4090,  1.647020,  2.036618,   8.3624,  10.5223,  0.159340, 230879.58
  0.4100,  1.655395,  2.047158,   8.3873,  10.5562,  0.158697, 230669.34
  0.4110,  1.663795,  2.057731,   8.4123,  10.5902,  0.158054, 230459.60
  0.4120,  1.672220,  2.068338,   8.4373,  10.6243,  0.157413, 230250.35
  0.4130,  1.680670,  2.078980,   8.4624,  10.6585,  0.156771, 230041.60
  0.4140,  1.689145,  2.089655,   8.4876,  10.6928,  0.156130, 229833.34
  0.4150,  1.697645,  2.100365,   8.5128,  10.7272,  0.155490, 229625.58
  0.4160,  1.706170,  2.111110,   8.5381,  10.7616,  0.154850, 229418.30
  0.4170,  1.714721,  2.121889,   8.5634,  10.7962,  0.154211, 229211.51
  0.4180,  1.723297,  2.132702,   8.5887,  10.8309,  0.153572, 229005.20
  0.4190,  1.731899,  2.143550,   8.6142,  10.8657,  0.152934, 228799.39
  0.4200,  1.740526,  2.154434,   8.6396,  10.9006,  0.152296, 228594.05
  0.4210,  1.749178,  2.165352,   8.6652,  10.9356,  0.151659, 228389.19
  0.4220,  1.757856,  2.176305,   8.6907,  10.9706,  0.151022, 228184.81
  0.4230,  1.766559,  2.187293,   8.7164,  11.0058,  0.150386, 227980.91
  0.4240,  1.775283,  2.198307,   8.7315,  11.0228,  0.150000, 227857.29
  0.4250,  1.784014,  2.209324,   8.7303,  11.0114,  0.150000, 227857.29
  0.4260,  1.792744,  2.220330,   8.7290,  11.0000,  0.150000, 227857.29
  0.4270,  1.801472,  2.231324,   8.7278,  10.9887,  0.150000, 227857.29
  0.4280,  1.810199,  2.242307,   8.7265,  10.9773,  0.150000, 227857.29
  0.4290,  1.818925,  2.253279,   8.7253,  10.9659,  0.150000, 227857.29
  0.4300,  1.827650,  2.264239,   8.7240,  10.9545,  0.150000, 227857.29
  0.4310,  1.836373,  2.275188,   8.7228,  10.9432,  0.150000, 227857.29
  0.4320,  1.845096,  2.286126,   8.7215,  10.9318,  0.150000, 227857.29
  0.4330,  1.853816,  2.297052,   8.7203,  10.9204,  0.150000, 227857.29
  0.4340,  1.862536,  2.307966,   8.7190,  10.9090,  0.150000, 227857.29
  0.4350,  1.871255,  2.318870,   8.7178,  10.8977,  0.150000, 227857.29
  0.4360,  1.879972,  2.329762,   8.7166,  10.8863,  0.150000, 227857.29
  0.4370,  1.888688,  2.340642,   8.7153,  10.8750,  0.150000, 227857.29
  0.4380,  1.897402,  2.351512,   8.7141,  10.8636,  0.150000, 227857.29
  0.4390,  1.906116,  2.362370,   8.7128,  10.8523,  0.150000, 227857.29
  0.4400,  1.914828,  2.373216,   8.7116,  10.8409,  0.150000, 227857.29
  0.4410,  1.923539,  2.384052,   8.7104,  10.8296,  0.150000, 227857.29
  0.4420,  1.932249,  2.394875,   8.7091,  10.8182,  0.150000, 227857.29
  0.4430,  1.940957,  2.405688,   8.7079,  10.8069,  0.150000, 227857.29
  0.4440,  1.949664,  2.416489,   8.7067,  10.7956,  0.150000, 227857.29
  0.4450,  1.958371,  2.427279,   8.7054,  10.7842,  0.150000, 227857.29
  0.4460,  1.967075,  2.438058,   8.7042,  10.7729,  0.150000, 227857.29
  0.4470,  1.975779,  2.448825,   8.7030,  10.7616,  0.150000, 227857.29
  0.4480,  1.984481,  2.459581,   8.7017,  10.7502,  0.150000, 227857.29
  0.4490,  1.993182,  2.470325,   8.7005,  10.7389,  0.150000, 227857.29
  0.4500,  2.001882,  2.481059,   8.6993,  10.7276,  0.150000, 227857.29
  0.4510,  2.010581,  2.491780,   8.6980,  10.7163,  0.150000, 227857.29
  0.4520,  2.019278,  2.502491,   8.6968,  10.7049,  0.150000, 227857.29
  0.4530,  2.027975,  2.513190,   8.6956,  10.6936,  0.150000, 227857.29
  0.4540,  2.036670,  2.523878,   8.6944,  10.6823,  0.150000, 227857.29
  0.4550,  2.045363,  2.534555,   8.6931,  10.6710,  0.150000, 227857.29
  0.4560,  2.054056,  2.545220,   8.6919,  10.6597,  0.150000, 227857.29
  0.4570,  2.062747,  2.555874,   8.6907,  10.6484,  0.150000, 227857.29
  0.4580,  2.071437,  2.566517,   8.6895,  10.6371,  0.150000, 227857.29
  0.4590,  2.080126,  2.577149,   8.6883,  10.6258,  0.150000, 227857.29
  0.4600,  2.088814,  2.587769,   8.6871,  10.6145,  0.150000, 227857.29
  0.4610,  2.097500,  2.598378,   8.6858,  10.6032,  0.150000, 227857.29
  0.4620,  2.106185,  2.608975,   8.6846,  10.5919,  0.150000, 227857.29
  0.4630,  2.114869,  2.619561,   8.6834,  10.5806,  0.150000, 227857.29
  0.4640,  2.123552,  2.630136,   8.6822,  10.5694,  0.150000, 227857.29
  0.4650,  2.132234,  2.640700,   8.6810,  10.5581,  0.150000, 227857.29
  0.4660,  2.140914,  2.651253,   8.6798,  10.5468,  0.150000, 227857.29
  0.4670,  2.149593,  2.661794,   8.6786,  10.5355,  0.150000, 227857.29
  0.4680,  2.158271,  2.672324,   8.6774,  10.5242,  0.150000, 227857.29
  0.4690,  2.166948,  2.682842,   8.6761,  10.5130,  0.150000, 227857.29
  0.4700,  2.175624,  2.693350,   8.6749,  10.5017,  0.150000, 227857.29
  0.4710,  2.184298,  2.703846,   8.6737,  10.4904,  0.150000, 227857.29
  0.4720,  2.192971,  2.714330,   8.6725,  10.4792,  0.150000, 227857.29
  0.4730,  2.201643,  2.724804,   8.6713,  10.4679,  0.150000, 227857.29
  0.4740,  2.210314,  2.735266,   8.6701,  10.4566,  0.150000, 227857.29
  0.4750,  2.218983,  2.745717,   8.6689,  10.4454,  0.150000, 227857.29
  0.4760,  2.227652,  2.756157,   8.6677,  10.4341,  0.150000, 227857.29
  0.4770,  2.236319,  2.766586,   8.6665,  10.4229,  0.150000, 227857.29
  0.4780,  2.244985,  2.777003,   8.6653,  10.4116,  0.150000, 227857.29
  0.4790,  2.253649,  2.787409,   8.6641,  10.4004,  0.150000, 227857.29
  0.4800,  2.262313,  2.797804,   8.6629,  10.3891,  0.150000, 227857.29
  0.4810,  2.270975,  2.808187,   8.6617,  10.3779,  0.150000, 227857.29
  0.4820,  2.279636,  2.818559,   8.6605,  10.3667,  0.150000, 227857.29
  0.4830,  2.288296,  2.828920,   8.6593,  10.3554,  0.150000, 227857.29
  0.4840,  2.296955,  2.839270,   8.6581,  10.3442,  0.150000, 227857.29
  0.4850,  2.305612,  2.849609,   8.6569,  10.3330,  0.150000, 227857.29
  0.4860,  2.314269,  2.859936,   8.6558,  10.3217,  0.150000, 227857.29
  0.4870,  2.322924,  2.870252,   8.6546,  10.3105,  0.150000, 227857.29
  0.4880,  2.331578,  2.880557,   8.6534,  10.2993,  0.150000, 227857.29
  0.4890,  2.340231,  2.890851,   8.6522,  10.2881,  0.150000, 227857.29
  0.4900,  2.348882,  2.901133,   8.6510,  10.2768,  0.150000, 227857.29
  0.4910,  2.357533,  2.911405,   8.6498,  10.2656,  0.150000, 227857.29
  0.4920,  2.366182,  2.921665,   8.6486,  10.2544,  0.150000, 227857.29
  0.4930,  2.374830,  2.931913,   8.6474,  10.2432,  0.150000, 227857.29
  0.4940,  2.383477,  2.942151,   8.6463,  10.2320,  0.150000, 227857.29
  0.4950,  2.392122,  2.952377,   8.6451,  10.2208,  0.150000, 227857.29
  0.4960,  2.400767,  2.962593,   8.6439,  10.2096,  0.150000, 227857.29
  0.4970,  2.409410,  2.972797,   8.6427,  10.1984,  0.150000, 227857.29
  0.4980,  2.418052,  2.982989,   8.6415,  10.1872,  0.150000, 227857.29
  0.4990,  2.426693,  2.993171,   8.6404,  10.1760,  0.150000, 227857.29
  0.5000,  2.435333,  3.003341,   8.6392,  10.1648,  0.150000, 227857.29
  0.5010,  2.443972,  3.013501,   8.6380,  10.1536,  0.150000, 227857.29
  0.5020,  2.452609,  3.023649,   8.6368,  10.1424,  0.150000, 227857.29
  0.5030,  2.461245,  3.033785,   8.6357,  10.1312,  0.150000, 227857.29
  0.5040,  2.469880,  3.043911,   8.6345,  10.1200,  0.150000, 227857.29
  0.5050,  2.478514,  3.054025,   8.6333,  10.1089,  0.150000, 227857.29
  0.5060,  2.487147,  3.064129,   8.6321,  10.0977,  0.150000, 227857.29
  0.5070,  2.495779,  3.074221,   8.6310,  10.0865,  0.150000, 227857.29
  0.5080,  2.504409,  3.084302,   8.6298,  10.0753,  0.150000, 227857.29
  0.5090,  2.513038,  3.094372,   8.6286,  10.0642,  0.150000, 227857.29
  0.5100,  2.521666,  3.104430,   8.6275,  10.0530,  0.150000, 227857.29
  0.5110,  2.530293,  3.114478,   8.6263,  10.0418,  0.150000, 227857.29
  0.5120,  2.538919,  3.124514,   8.6251,  10.0307,  0.150000, 227857.29
  0.5130,  2.547543,  3.134539,   8.6240,  10.0195,  0.150000, 227857.29
  0.5140,  2.556167,  3.144553,   8.6228,  10.0084,  0.150000, 227857.29
  0.5150,  2.564789,  3.154556,   8.6216,   9.9972,  0.150000, 227857.29
  0.5160,  2.573410,  3.164547,   8.6205,   9.9860,  0.150000, 227857.29
  0.5170,  2.582030,  3.174528,   8.6193,   9.9749,  0.150000, 227857.29
  0.5180,  2.590649,  3.184497,   8.6182,   9.9637,  0.150000, 227857.29
  0.5190,  2.599266,  3.194455,   8.6170,   9.9526,  0.150000, 227857.29
  0.5200,  2.607883,  3.204402,   8.6158,   9.9414,  0.150000, 227857.29
  0.5210,  2.616498,  3.214338,   8.6147,   9.9303,  0.150000, 227857.29
  0.5220,  2.625112,  3.224263,   8.6135,   9.9192,  0.150000, 227857.29
  0.5230,  2.633725,  3.234176,   8.6124,   9.9080,  0.150000, 227857.29
  0.5240,  2.642337,  3.244079,   8.6112,   9.8969,  0.150000, 227857.29
  0.5250,  2.650947,  3.253970,   8.6101,   9.8858,  0.150000, 227857.29
  0.5260,  2.659557,  3.263850,   8.6089,   9.8746,  0.150000, 227857.29
  0.5270,  2.668165,  3.273719,   8.6078,   9.8635,  0.150000, 227857.29
  0.5280,  2.676772,  3.283577,   8.6066,   9.8524,  0.150000, 227857.29
  0.5290,  2.685378,  3.293424,   8.6055,   9.8413,  0.150000, 227857.29
  0.5300,  2.693983,  3.303260,   8.6043,   9.8301,  0.150000, 227857.29
  0.5310,  2.702587,  3.313084,   8.6032,   9.8190,  0.150000, 227857.29
  0.5320,  2.711190,  3.322898,   8.6020,   9.8079,  0.150000, 227857.29
  0.5330,  2.719791,  3.332700,   8.6009,   9.7968,  0.150000, 227857.29
  0.5340,  2.728391,  3.342492,   8.5997,   9.7857,  0.150000, 227857.29
  0.5350,  2.736991,  3.352272,   8.5986,   9.7746,  0.150000, 227857.29
  0.5360,  2.745589,  3.362041,   8.5974,   9.7635,  0.150000, 227857.29
  0.5370,  2.754185,  3.371799,   8.5963,   9.7524,  0.150000, 227857.29
  0.5380,  2.762781,  3.381545,   8.5952,   9.7413,  0.150000, 227857.29
  0.5390,  2.771376,  3.391281,   8.5940,   9.7302,  0.150000, 227857.29
  0.5400,  2.779969,  3.401006,   8.5929,   9.7191,  0.150000, 227857.29
  0.5410,  2.788561,  3.410719,   8.5917,   9.7080,  0.150000, 227857.29
  0.5420,  2.797153,  3.420422,   8.5906,   9.6969,  0.150000, 227857.29
  0.5430,  2.805743,  3.430113,   8.5895,   9.6858,  0.150000, 227857.29
  0.5440,  2.814332,  3.439793,   8.5883,   9.6747,  0.150000, 227857.29
  0.5450,  2.822919,  3.449462,   8.5872,   9.6636,  0.150000, 227857.29
  0.5460,  2.831506,  3.459121,   8.5861,   9.6525,  0.150000, 227857.29
  0.5470,  2.840091,  3.468768,   8.5849,   9.6415,  0.150000, 227857.29
  0.5480,  2.848676,  3.478404,   8.5838,   9.6304,  0.150000, 227857.29
  0.5490,  2.857259,  3.488028,   8.5827,   9.6193,  0.150000, 227857.29
  0.5500,  2.865841,  3.497642,   8.5815,   9.6082,  0.150000, 227857.29
  0.5510,  2.874422,  3.507245,   8.5804,   9.5972,  0.150000, 227857.29
  0.5520,  2.883002,  3.516836,   8.5793,   9.5861,  0.150000, 227857.29
  0.5530,  2.891581,  3.526417,   8.5782,   9.5750,  0.150000, 227857.29
  0.5540,  2.900158,  3.535987,   8.5770,   9.5640,  0.150000, 227857.29
  0.5550,  2.908735,  3.545545,   8.5759,   9.5529,  0.150000, 227857.29
  0.5560,  2.917310,  3.555092,   8.5748,   9.5419,  0.150000, 227857.29
  0.5570,  2.925884,  3.564629,   8.5737,   9.5308,  0.150000, 227857.29
  0.5580,  2.934457,  3.574154,   8.5725,   9.5197,  0.150000, 227857.29
  0.5590,  2.943029,  3.583668,   8.5714,   9.5087,  0.150000, 227857.29
  0.5600,  2.951600,  3.593171,   8.5703,   9.4976,  0.150000, 227857.29
  0.5610,  2.960170,  3.602663,   8.5692,   9.4866,  0.150000, 227857.29
  0.5620,  2.968739,  3.612145,   8.5681,   9.4756,  0.150000, 227857.29
  0.5630,  2.977306,  3.621615,   8.5669,   9.4645,  0.150000, 227857.29
  0.5640,  2.985872,  3.631074,   8.5658,   9.4535,  0.150000, 227857.29
  0.5650,  2.994438,  3.640522,   8.5647,   9.4424,  0.150000, 227857.29
  0.5660,  3.003002,  3.649958,   8.5636,   9.4314,  0.150000, 227857.29
  0.5670,  3.011565,  3.659384,   8.5625,   9.4204,  0.150000, 227857.29
  0.5680,  3.020127,  3.668799,   8.5614,   9.4093,  0.150000, 227857.29
  0.5690,  3.028688,  3.678203,   8.5603,   9.3983,  0.150000, 227857.29
  0.5700,  3.037247,  3.687596,   8.5591,   9.3873,  0.150000, 227857.29
  0.5710,  3.045806,  3.696978,   8.5580,   9.3763,  0.150000, 227857.29
  0.5720,  3.054363,  3.706348,   8.5569,   9.3652,  0.150000, 227857.29
  0.5730,  3.062920,  3.715708,   8.5558,   9.3542,  0.150000, 227857.29
  0.5740,  3.071475,  3.725057,   8.5547,   9.3432,  0.150000, 227857.29
  0.5750,  3.080029,  3.734394,   8.5536,   9.3322,  0.150000, 227857.29
  0.5760,  3.088582,  3.743721,   8.5525,   9.3212,  0.150000, 227857.29
  0.5770,  3.097134,  3.753037,   8.5514,   9.3102,  0.150000, 227857.29
  0.5780,  3.105685,  3.762341,   8.5503,   9.2991,  0.150000, 227857.29
  0.5790,  3.114235,  3.771635,   8.5492,   9.2881,  0.150000, 227857.29
  0.5800,  3.122783,  3.780918,   8.5481,   9.2771,  0.150000, 227857.29
  0.5810,  3.131331,  3.790189,   8.5470,   9.2661,  0.150000, 227857.29
  0.5820,  3.139877,  3.799450,   8.5459,   9.2551,  0.150000, 227857.29
  0.5830,  3.148423,  3.808700,   8.5448,   9.2441,  0.150000, 227857.29
  0.5840,  3.156967,  3.817938,   8.5437,   9.2331,  0.150000, 227857.29
  0.5850,  3.165510,  3.827166,   8.5426,   9.2222,  0.150000, 227857.29
  0.5860,  3.174052,  3.836383,   8.5415,   9.2112,  0.150000, 227857.29
  0.5870,  3.182593,  3.845588,   8.5404,   9.2002,  0.150000, 227857.29
  0.5880,  3.191133,  3.854783,   8.5393,   9.1892,  0.150000, 227857.29
  0.5890,  3.199672,  3.863967,   8.5382,   9.1782,  0.150000, 227857.29
  0.5900,  3.208209,  3.873139,   8.5371,   9.1672,  0.150000, 227857.29
  0.5910,  3.216746,  3.882301,   8.5360,   9.1562,  0.150000, 227857.29
  0.5920,  3.225281,  3.891452,   8.5349,   9.1453,  0.150000, 227857.29
  0.5930,  3.233816,  3.900592,   8.5338,   9.1343,  0.150000, 227857.29
  0.5940,  3.242349,  3.909720,   8.5328,   9.1233,  0.150000, 227857.29
  0.5950,  3.250881,  3.918838,   8.5317,   9.1124,  0.150000, 227857.29
  0.5960,  3.259413,  3.927945,   8.5306,   9.1014,  0.150000, 227857.29
  0.5970,  3.267943,  3.937041,   8.5295,   9.0904,  0.150000, 227857.29
  0.5980,  3.276471,  3.946126,   8.5284,   9.0795,  0.150000, 227857.29
  0.5990,  3.284999,  3.955200,   8.5273,   9.0685,  0.150000, 227857.29
  0.6000,  3.293526,  3.964263,   8.5262,   9.0575,  0.150000, 227857.29
  0.6010,  3.302052,  3.973315,   8.5252,   9.0466,  0.150000, 227857.29
  0.6020,  3.310576,  3.982356,   8.5241,   9.0356,  0.150000, 227857.29
  0.6030,  3.319100,  3.991386,   8.5230,   9.0247,  0.150000, 227857.29
  0.6040,  3.327622,  4.000405,   8.5219,   9.0137,  0.150000, 227857.29
  0.6050,  3.336144,  4.009414,   8.5208,   9.0028,  0.150000, 227857.29
  0.6060,  3.344664,  4.018411,   8.5198,   8.9918,  0.150000, 227857.29
  0.6070,  3.353183,  4.027397,   8.5187,   8.9809,  0.150000, 227857.29
  0.6080,  3.361702,  4.036373,   8.5176,   8.9699,  0.150000, 227857.29
  0.6090,  3.370219,  4.045337,   8.5165,   8.9590,  0.150000, 227857.29
  0.6100,  3.378735,  4.054291,   8.5155,   8.9481,  0.150000, 227857.29
  0.6110,  3.387250,  4.063233,   8.5144,   8.9371,  0.150000, 227857.29
  0.6120,  3.395763,  4.072165,   8.5133,   8.9262,  0.150000, 227857.29
  0.6130,  3.404276,  4.081086,   8.5122,   8.9153,  0.150000, 227857.29
  0.6140,  3.412788,  4.089996,   8.5112,   8.9043,  0.150000, 227857.29
  0.6150,  3.421298,  4.098894,   8.5101,   8.8934,  0.150000, 227857.29
  0.6160,  3.429808,  4.107782,   8.5090,   8.8825,  0.150000, 227857.29
